번호,항목,값,라벨
D5_a5,우리나라 평등성에 대한 인식 - 5)노인의 대우,5,매우 평등하다
D5_a5,우리나라 평등성에 대한 인식 - 5)노인의 대우,9,모름/ 무응답
D5_a6,우리나라 평등성에 대한 인식 - 6)여성의 대우,1,매우 불평등하다
D5_a6,우리나라 평등성에 대한 인식 - 6)여성의 대우,2,대체로 불평등하다
D5_a6,우리나라 평등성에 대한 인식 - 6)여성의 대우,3,보통
D5_a6,우리나라 평등성에 대한 인식 - 6)여성의 대우,4,대체로 평등하다
D5_a6,우리나라 평등성에 대한 인식 - 6)여성의 대우,5,매우 평등하다
D5_a6,우리나라 평등성에 대한 인식 - 6)여성의 대우,9,모름/ 무응답
D5_a7,우리나라 평등성에 대한 인식 - 7)장애인의 대우,1,매우 불평등하다
D5_a7,우리나라 평등성에 대한 인식 - 7)장애인의 대우,2,대체로 불평등하다
D5_a7,우리나라 평등성에 대한 인식 - 7)장애인의 대우,3,보통
D5_a7,우리나라 평등성에 대한 인식 - 7)장애인의 대우,4,대체로 평등하다
D5_a7,우리나라 평등성에 대한 인식 - 7)장애인의 대우,5,매우 평등하다
D5_a7,우리나라 평등성에 대한 인식 - 7)장애인의 대우,9,모름/ 무응답
D5_a8,우리나라 평등성에 대한 인식 - 8)소득과 재산,1,매우 불평등하다
D5_a8,우리나라 평등성에 대한 인식 - 8)소득과 재산,2,대체로 불평등하다
D5_a8,우리나라 평등성에 대한 인식 - 8)소득과 재산,3,보통
D5_a8,우리나라 평등성에 대한 인식 - 8)소득과 재산,4,대체로 평등하다
D5_a8,우리나라 평등성에 대한 인식 - 8)소득과 재산,5,매우 평등하다
D5_a8,우리나라 평등성에 대한 인식 - 8)소득과 재산,9,모름/ 무응답
D5_a9,우리나라 평등성에 대한 인식 - 9) 지역간,1,매우 불평등하다
D5_a9,우리나라 평등성에 대한 인식 - 9) 지역간,2,대체로 불평등하다
D5_a9,우리나라 평등성에 대한 인식 - 9) 지역간,3,보통
D5_a9,우리나라 평등성에 대한 인식 - 9) 지역간,4,대체로 평등하다
D5_a9,우리나라 평등성에 대한 인식 - 9) 지역간,5,매우 평등하다
D5_a9,우리나라 평등성에 대한 인식 - 9) 지역간,9,모름/ 무응답
D5_a10,우리나라 평등성에 대한 인식 - 10) 다문화가족에 대한 대우,1,매우 불평등하다
D5_a10,우리나라 평등성에 대한 인식 - 10) 다문화가족에 대한 대우,2,대체로 불평등하다
D5_a10,우리나라 평등성에 대한 인식 - 10) 다문화가족에 대한 대우,3,보통
D5_a10,우리나라 평등성에 대한 인식 - 10) 다문화가족에 대한 대우,4,대체로 평등하다
D5_a10,우리나라 평등성에 대한 인식 - 10) 다문화가족에 대한 대우,5,매우 평등하다
D5_a10,우리나라 평등성에 대한 인식 - 10) 다문화가족에 대한 대우,9,모름/ 무응답
D5_a11,우리나라 평등성에 대한 인식 - 11) 북한이탈주민에 대한 대우,1,매우 불평등하다
D5_a11,우리나라 평등성에 대한 인식 - 11) 북한이탈주민에 대한 대우,2,대체로 불평등하다
D5_a11,우리나라 평등성에 대한 인식 - 11) 북한이탈주민에 대한 대우,3,보통
D5_a11,우리나라 평등성에 대한 인식 - 11) 북한이탈주민에 대한 대우,4,대체로 평등하다
D5_a11,우리나라 평등성에 대한 인식 - 11) 북한이탈주민에 대한 대우,5,매우 평등하다
D5_a11,우리나라 평등성에 대한 인식 - 11) 북한이탈주민에 대한 대우,9,모름/ 무응답
D5,우리나라에서 가장 큰 불평등,1,교육의 기회
D5,우리나라에서 가장 큰 불평등,2,취업의 기회
D5,우리나라에서 가장 큰 불평등,3,"승진, 승급의 기회"
D5,우리나라에서 가장 큰 불평등,4,법의 집행
D5,우리나라에서 가장 큰 불평등,5,노인의 대우
D5,우리나라에서 가장 큰 불평등,6,여성의 대우
D5,우리나라에서 가장 큰 불평등,7,장애인의 대우
D5,우리나라에서 가장 큰 불평등,8,소득과 재산
D5,우리나라에서 가장 큰 불평등,9,지역간
D5,우리나라에서 가장 큰 불평등,10,다문화가족에 대한 대우
D5,우리나라에서 가장 큰 불평등,11,북한이탈주민에 대한 대우
D5,우리나라에서 가장 큰 불평등,99,모름/ 무응답
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),1,노령인구 부양을 위한 각종 세금 증가
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),2,노동력 부족
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),3,국민연금 고갈에 따른 노후 불안
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),4,복지혜택의 축소
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),5,세대 간 갈등 증폭
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),6,국가 경쟁력 약화
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),7,기타
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),98,없음
D6_1순위,저출산/고령화 문제로 인해 우려되는 것(1순위),99,모름/ 무응답
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),1,노령인구 부양을 위한 각종 세금 증가
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),2,노동력 부족
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),3,국민연금 고갈에 따른 노후 불안
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),4,복지혜택의 축소
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),5,세대 간 갈등 증폭
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),6,국가 경쟁력 약화
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),7,기타
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),98,없음
D6_2순위,저출산/고령화 문제로 인해 우려되는 것(2순위),99,모름/ 무응답
D7,우리나라의 저출산/고령화 문제 전반적 대비 정도,1,전혀 대비하고 있지 않다
D7,우리나라의 저출산/고령화 문제 전반적 대비 정도,2,별로 대비하고 있지 않다
D7,우리나라의 저출산/고령화 문제 전반적 대비 정도,3,어느 정도 대비하고 있다
D7,우리나라의 저출산/고령화 문제 전반적 대비 정도,4,충분히 대비하고 있다
D7,우리나라의 저출산/고령화 문제 전반적 대비 정도,9,모름/ 무응답
D8,자원봉사 참여 경험,1,현재 하고 있다
D8,자원봉사 참여 경험,2,현재는 아니나 만60세 이후 참여경험이 있다
D8,자원봉사 참여 경험,3,없다
D8,자원봉사 참여 경험,9,모름/ 무응답
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,83,년 3회
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,84,년 4회
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,91,월 1회
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,92,월 2회
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,93,월 3회
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,94,월 4회
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,97,수시로
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,98,없음
D8_일1,자원봉사 참여 경험 - 1) 현재 참여 : 주당 참여 일수,99,모름/ 무응답
D8_시간1,자원봉사 참여 경험 - 1) 현재 참여 : 1회당 참여 시간,99,모름/ 무응답
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,83,년 3회
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,84,년 4회
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,91,월 1회
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,92,월 2회
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,93,월 3회
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,94,월 4회
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,97,수시로
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,98,없음
D8_일2,자원봉사 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,99,모름/ 무응답
D8_시간2,자원봉사 참여 경험 - 2) 참여경험 유 : 1회당 참여 시간,99,모름/ 무응답
D8_1,자원봉사 참여경험자의 활동 분야,1,사회복지 분야
D8_1,자원봉사 참여경험자의 활동 분야,2,"문화, 체육분야"
D8_1,자원봉사 참여경험자의 활동 분야,3,교통질서 분야
D8_1,자원봉사 참여경험자의 활동 분야,4,환경보호 분야
D8_1,자원봉사 참여경험자의 활동 분야,5,"보건, 의료분야"
D8_1,자원봉사 참여경험자의 활동 분야,6,국제 관계 분야
D8_1,자원봉사 참여경험자의 활동 분야,7,공공기관 지원 분야
D8_1,자원봉사 참여경험자의 활동 분야,8,"재난, 재해 구호 분야"
D8_1,자원봉사 참여경험자의 활동 분야,9,교육 분야
D8_1,자원봉사 참여경험자의 활동 분야,10,시민단체 참여분야
D8_1,자원봉사 참여경험자의 활동 분야,11,소비자 보호 분야
D8_1,자원봉사 참여경험자의 활동 분야,12,기타
D8_1,자원봉사 참여경험자의 활동 분야,99,모름/ 무응답
D8_2,자원봉사 참여 비경험자의 향후 자원봉사 참여 의향,1,있다
D8_2,자원봉사 참여 비경험자의 향후 자원봉사 참여 의향,2,없다
D8_2,자원봉사 참여 비경험자의 향후 자원봉사 참여 의향,9,모름/ 무응답
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,83,년 3회
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,84,년 4회
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,91,월 1회
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,92,월 2회
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,93,월 3회
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,94,월 4회
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,97,수시로
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,98,없음
D8_2_일,향후 희망하는 자원봉사 참여 빈도 : 주당 참여 일수,99,모름/ 무응답
D8_2_시간,향후 희망하는 자원봉사 참여 빈도 : 1회당 참여 시간,99,모름/ 무응답
D9,교육(평생학습) 참여 경험,1,현재 하고 있다
D9,교육(평생학습) 참여 경험,2,현재는 아니나 만60세 이후 참여경험이 있다
D9,교육(평생학습) 참여 경험,3,없다
D9,교육(평생학습) 참여 경험,9,모름/ 무응답
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,83,년 3회
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,84,년 4회
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,91,월 1회
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,92,월 2회
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,93,월 3회
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,94,월 4회
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,97,수시로
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,98,없음
D9_일1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 주당 참여 일수,99,모름/ 무응답
D9_시간1,교육(평생학습) 참여 경험 - 1) 현재 참여 : 1회당 참여 시간,99,모름/ 무응답
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,83,년 3회
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,84,년 4회
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,91,월 1회
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,92,월 2회
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,93,월 3회
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,94,월 4회
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,97,수시로
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,98,없음
D9_일2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 주당 참여 일수,99,모름/ 무응답
D9_시간2,교육(평생학습) 참여 경험 - 2) 참여경험 유 : 1회당 참여 시간,99,모름/ 무응답
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,1,성인기초 및 문자해독교육
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,2,직업능력 향상교육
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,3,인문교양교육
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,4,문화예술 스포츠교육
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,5,시민참여교육
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,6,시험대비교육
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,7,노후준비교육
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,8,기타
D9_1_a1,교육(평생학습) 참여경험자의 수강 분야,9,모름/ 무응답
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,1,성인기초 및 문자해독교육
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,2,직업능력 향상교육
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,3,인문교양교육
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,4,문화예술 스포츠교육
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,5,시민참여교육
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,6,시험대비교육
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,7,노후준비교육
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,8,기타
D9_1_a2,교육(평생학습) 참여경험자의 수강 분야,9,모름/ 무응답
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,1,성인기초 및 문자해독교육
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,2,직업능력 향상교육
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,3,인문교양교육
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,4,문화예술 스포츠교육
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,5,시민참여교육
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,6,시험대비교육
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,7,노후준비교육
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,8,기타
D9_1_a3,교육(평생학습) 참여경험자의 수강 분야,9,모름/ 무응답
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,1,성인기초 및 문자해독교육
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,2,직업능력 향상교육
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,3,인문교양교육
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,4,문화예술 스포츠교육
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,5,시민참여교육
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,6,시험대비교육
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,7,노후준비교육
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,8,기타
D9_1_a4,교육(평생학습) 참여경험자의 수강 분야,9,모름/ 무응답
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,1,성인기초 및 문자해독교육
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,2,직업능력 향상교육
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,3,인문교양교육
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,4,문화예술 스포츠교육
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,5,시민참여교육
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,6,시험대비교육
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,7,노후준비교육
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,8,기타
D9_1_a5,교육(평생학습) 참여경험자의 수강 분야,9,모름/ 무응답
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,1,성인기초 및 문자해독교육
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,2,직업능력 향상교육
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,3,인문교양교육
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,4,문화예술 스포츠교육
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,5,시민참여교육
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,6,시험대비교육
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,7,노후준비교육
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,8,기타
D9_1_a6,교육(평생학습) 참여경험자의 수강 분야,9,모름/ 무응답
D9_1_a7,교육(평생학습) 참여경험자의 수강 분야,1,성인기초 및 문자해독교육
D9_1_a7,교육(평생학습) 참여경험자의 수강 분야,2,직업능력 향상교육
D9_1_a7,교육(평생학습) 참여경험자의 수강 분야,3,인문교양교육
D9_1_a7,교육(평생학습) 참여경험자의 수강 분야,4,문화예술 스포츠교육
D9_1_a7,교육(평생학습) 참여경험자의 수강 분야,5,시민참여교육
D9_1_a7,교육(평생학습) 참여경험자의 수강 분야,6,시험대비교육
D9_1_a7,교육(평생학습) 참여경험자의 수강 분야,7,노후준비교육
